name_base_id,name_base,polity,attested_name,generator_stem,start_year,end_year,era,relative_frequency,source_ids,notes
23,Mesopotamian,Neo-Assyrian Empire,māt Aššur,Assyria,-911,-609,ancient,100,BRITANNICA-HISTORY,Major empire
23,Mesopotamian,Neo-Babylonian Empire,māt Bābili,Babylon,-626,-539,ancient,95,BRITANNICA-HISTORY,Chaldean dynasty-state
23,Mesopotamian,Kingdom of Iraq,المملكة العراقية,Iraq,1932,1958,modern,55,WD-FORMER-STATES,Modern Arabic-name state
23,Mesopotamian,Republic of Iraq,جمهورية العراق,Iraq,1958,9999,contemporary,100,BRITANNICA-HISTORY,Current state
24,Iranian,Median Empire,Māda,Media,-678,-550,ancient,65,BRITANNICA-HISTORY,Ancient Iranian empire
24,Iranian,Achaemenid Empire,Xšāça,Achaemenid,-550,-330,ancient,100,BRITANNICA-HISTORY,Major Iranian empire
24,Iranian,Parthian Empire,Parthava,Parthia,-247,224,ancient,90,BRITANNICA-HISTORY,Arsacid state
24,Iranian,Sasanian Empire,Ērānshahr,Sasanian,224,651,late_antiquity,100,BRITANNICA-HISTORY,Middle Persian imperial name
24,Iranian,Samanid Empire,دولت سامانیان,Samanid,819,999,early_medieval,65,WD-FORMER-STATES,Persianate dynasty-state
24,Iranian,Safavid Iran,دولت صفویه,Safavid,1501,1736,early_modern,100,WD-FORMER-STATES;BRITANNICA-HISTORY,Major early-modern state
24,Iranian,Qajar Iran,دولت علیا ایران,Qajar,1789,1925,modern,80,WD-FORMER-STATES,Conventionally Persia in English sources
24,Iranian,Imperial State of Iran,کشور شاهنشاهی ایران,Iran,1925,1979,modern,85,WD-FORMER-STATES,Foreign usage shifted from Persia in 1935
24,Iranian,Islamic Republic of Iran,جمهوری اسلامی ایران,Iran,1979,9999,contemporary,100,BRITANNICA-HISTORY,Current state
25,Hawaiian,Kingdom of Hawaiʻi,Ke Aupuni Mōʻī o Hawaiʻi,Hawaiʻi,1795,1893,early_modern,100,WD-FORMER-STATES;BRITANNICA-HISTORY,Unified island kingdom
25,Hawaiian,Provisional Government of Hawaii,Ke Aupuni Kūikawā o Hawaiʻi,Hawaiʻi,1893,1894,modern,30,WD-FORMER-STATES,Short-lived regime
25,Hawaiian,Republic of Hawaii,Republic of Hawaiʻi,Hawaiʻi,1894,1898,modern,35,WD-FORMER-STATES,Short-lived republic
25,Hawaiian,Territory of Hawaii,Teritore o Hawaiʻi,Hawaiʻi,1900,1959,modern,60,WD-FORMER-STATES,United States territory
25,Hawaiian,State of Hawaii,Mokuʻāina o Hawaiʻi,Hawaiʻi,1959,9999,contemporary,100,BRITANNICA-HISTORY,United States state
25,Hawaiian,Maui,The Kingdom of Maui,Maui,1500,1795,early_modern,45,BRITANNICA-HISTORY,Pre-unification island polity
25,Hawaiian,Oʻahu,The Kingdom of Oʻahu,Oʻahu,1500,1795,early_modern,45,BRITANNICA-HISTORY,Pre-unification island polity
25,Hawaiian,Kauaʻi,The Kingdom of Kauaʻi,Kauaʻi,1500,1810,early_modern,45,BRITANNICA-HISTORY,Pre-unification island polity
26,Karnataka,Western Ganga Kingdom,ಪಶ್ಚಿಮ ಗಂಗ ಸಾಮ್ರಾಜ್ಯ,Ganga,350,1000,early_medieval,65,BRITANNICA-HISTORY,Kannada-region dynasty-state
26,Karnataka,Kadamba kingdom,ಕದಂಬ ಸಾಮ್ರಾಜ್ಯ,Kadamba,345,540,early_medieval,60,BRITANNICA-HISTORY,Early Karnataka dynasty
26,Karnataka,Chalukya Empire,ಚಾಲುಕ್ಯ ಸಾಮ್ರಾಜ್ಯ,Chalukya,543,757,early_medieval,85,BRITANNICA-HISTORY,Badami Chalukyas
26,Karnataka,Rashtrakuta Empire,ರಾಷ್ಟ್ರಕೂಟ ಸಾಮ್ರಾಜ್ಯ,Rashtrakuta,753,982,early_medieval,85,BRITANNICA-HISTORY,Deccan empire
26,Karnataka,Hoysala Empire,ಹೊಯ್ಸಳ ಸಾಮ್ರಾಜ್ಯ,Hoysala,1026,1343,high_medieval,90,BRITANNICA-HISTORY,Karnataka dynasty-state
26,Karnataka,Vijayanagara Empire,ವಿಜಯನಗರ ಸಾಮ್ರಾಜ್ಯ,Vijayanagara,1336,1646,late_medieval,100,WD-FORMER-STATES;BRITANNICA-HISTORY,Major south Indian empire
26,Karnataka,Kingdom of Mysore,ಮೈಸೂರು ಸಂಸ್ಥಾನ,Mysore,1399,1947,early_modern,90,WD-FORMER-STATES,Long-lived princely state
26,Karnataka,State of Karnataka,ಕರ್ನಾಟಕ,Karnataka,1973,9999,contemporary,100,BRITANNICA-HISTORY,Modern Indian state
27,Quechua,Wari Empire,Wari,Wari,600,1100,early_medieval,70,BRITANNICA-HISTORY,Andean empire
27,Quechua,Kingdom of Cusco,Qusqu,Cusco,1197,1438,high_medieval,60,BRITANNICA-HISTORY,Inca predecessor polity
27,Quechua,Inca Empire,Tawantinsuyu,Tawantinsuyu,1438,1533,late_medieval,100,BRITANNICA-HISTORY,Four-part empire endonym
27,Quechua,Viceroyalty of Peru,Virreynato del Perú,Peru,1542,1824,early_modern,75,WD-FORMER-STATES,Colonial Spanish name
27,Quechua,Peruvian Republic,República Peruana,Peru,1821,9999,modern,100,BRITANNICA-HISTORY,Current state uses Spanish official name
27,Quechua,Bolivian Republic,República de Bolivia,Bolivia,1825,2009,modern,85,WD-FORMER-STATES,State named after Bolívar
27,Quechua,Plurinational State of Bolivia,Estado Plurinacional de Bolivia,Bolivia,2009,9999,contemporary,100,BRITANNICA-HISTORY,Current constitutional name
27,Quechua,Republic of Ecuador,República del Ecuador,Ecuador,1830,9999,modern,85,BRITANNICA-HISTORY,Andean state with Quechua communities
28,Swahili,City-state of Kilwa,Dola la Kilwa,Kilwa,957,1513,high_medieval,100,BRITANNICA-HISTORY,Swahili coast city-state
28,Swahili,Sultanate of Zanzibar,Sultanate of Zanzibar,Zanzibar,1856,1964,modern,90,WD-FORMER-STATES;BRITANNICA-HISTORY,Swahili-speaking sultanate
28,Swahili,Sultanate of Pate,Usultani wa Pate,Pate,1200,1895,high_medieval,55,BRITANNICA-HISTORY,Swahili coast city-state
28,Swahili,Sultanate of Mombasa,Usultani wa Mombasa,Mombasa,1502,1824,early_modern,55,BRITANNICA-HISTORY,Coastal sultanate
28,Swahili,German East Africa,Deutsch-Ostafrika,East Africa,1885,1919,modern,40,WD-FORMER-STATES,Colonial name; not Swahili endonym
28,Swahili,Tanganyika,Tanganyika,Tanganyika,1961,1964,contemporary,65,WD-FORMER-STATES,Short-lived independent state
28,Swahili,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,Tanzania,1964,9999,contemporary,100,BRITANNICA-HISTORY,Current state
28,Swahili,Republic of Kenya,Jamhuri ya Kenya,Kenya,1964,9999,contemporary,100,BRITANNICA-HISTORY,Current state with Kiswahili official language
29,Vietnamese,Âu Lạc,Âu Lạc,Âu Lạc,-257,-179,ancient,55,BRITANNICA-HISTORY,Early Vietnamese polity
29,Vietnamese,Vạn Xuân,Vạn Xuân,Vạn Xuân,544,602,early_medieval,60,BRITANNICA-HISTORY,Early independent kingdom
29,Vietnamese,Đại Cồ Việt,Đại Cồ Việt,Cồ Việt,968,1054,high_medieval,75,BRITANNICA-HISTORY,Early dynasty-state
29,Vietnamese,Đại Việt,Đại Việt,Đại Việt,1054,1804,high_medieval,100,BRITANNICA-HISTORY,Long-lived conventional state name
29,Vietnamese,Đại Ngu,Đại Ngu,Đại Ngu,1400,1407,late_medieval,30,BRITANNICA-HISTORY,Short Hồ dynasty name
29,Vietnamese,Đại Nam,Đại Nam,Đại Nam,1838,1945,modern,85,BRITANNICA-HISTORY,Nguyễn-era state name
29,Vietnamese,State of Vietnam,Quốc gia Việt Nam,Vietnam,1949,1955,contemporary,45,WD-FORMER-STATES,Associated state
29,Vietnamese,Republic of Vietnam,Việt Nam Cộng hòa,Vietnam,1955,1975,contemporary,65,WD-FORMER-STATES,South Vietnam
29,Vietnamese,Socialist Republic of Vietnam,Cộng hòa Xã hội chủ nghĩa Việt Nam,Vietnam,1976,9999,contemporary,100,BRITANNICA-HISTORY,Current state
30,Cantonese,Nanyue,南越,Nanyue,-204,-111,ancient,75,BRITANNICA-HISTORY,Ancient Lingnan kingdom
30,Cantonese,Kingdom of Southern Han,南漢,South Han,917,971,early_medieval,55,BRITANNICA-HISTORY,Five Dynasties and Ten Kingdoms state
30,Cantonese,Kingdom of Southern Yue,南越,South Yue,917,971,early_medieval,30,BRITANNICA-HISTORY,Variant translation not a separate polity
30,Cantonese,Guangzhou government,廣州,Guangzhou,1368,1644,early_modern,25,BRITANNICA-HISTORY,Regional administration; not a sovereign state
30,Cantonese,Republic of China in Canton,中華民國,Guangzhou,1917,1925,modern,40,WD-FORMER-STATES,Competing republican government
30,Cantonese,Guangdong Province,廣東省,Guangdong,1912,9999,modern,80,BRITANNICA-HISTORY,Region; include for name geography only
30,Cantonese,Hong Kong Special Administrative Region,香港特別行政區,Hong Kong,1997,9999,contemporary,100,BRITANNICA-HISTORY,Cantonese-majority special administrative region
30,Cantonese,Macau Special Administrative Region,澳門特別行政區,Macau,1999,9999,contemporary,85,BRITANNICA-HISTORY,Cantonese-majority special administrative region
31,Mongolian,Xiongnu confederation,匈奴,Xiongnu,-209,93,ancient,65,BRITANNICA-HISTORY,Steppe confederation
31,Mongolian,Rouran Khaganate,柔然,Rouran,330,555,early_medieval,55,BRITANNICA-HISTORY,Steppe khaganate
31,Mongolian,Mongol Empire,Их Монгол Улс,Mongol,1206,1368,high_medieval,100,WD-FORMER-STATES;BRITANNICA-HISTORY,Major empire
31,Mongolian,Yuan dynasty,大元,Yuan,1271,1368,late_medieval,85,BRITANNICA-HISTORY,China-based Mongol dynasty
31,Mongolian,Northern Yuan,Умард Юань,Northern Yuan,1368,1635,late_medieval,70,BRITANNICA-HISTORY,Mongolian successor state
31,Mongolian,Dzungar Khanate,Зүүнгарын хаант улс,Dzungar,1634,1758,early_modern,75,WD-FORMER-STATES,Western Mongol state
31,Mongolian,Bogd Khanate of Mongolia,Олноо Өргөгдсөн Монгол Улс,Mongolia,1911,1924,modern,70,WD-FORMER-STATES,Independent monarchy
31,Mongolian,Mongolian People's Republic,Бүгд Найрамдах Монгол Ард Улс,Mongolia,1924,1992,modern,90,WD-FORMER-STATES,Socialist state
31,Mongolian,Mongolia,Монгол Улс,Mongolia,1992,9999,contemporary,100,BRITANNICA-HISTORY,Current state
42,Levantine,Canaanite city-states,Canaan,Canaan,-3000,-1200,ancient,50,BRITANNICA-HISTORY,Regional umbrella not unitary state
42,Levantine,Kingdom of Israel,ממלכת ישראל,Israel,-930,-720,ancient,85,BRITANNICA-HISTORY,Iron Age kingdom
42,Levantine,Kingdom of Judah,ממלכת יהודה,Judah,-930,-586,ancient,85,BRITANNICA-HISTORY,Iron Age kingdom
42,Levantine,Phoenician city-states,Phoenicia,Phoenicia,-1500,-332,ancient,75,BRITANNICA-HISTORY,Regional city-state network
42,Levantine,Nabatean Kingdom,𐢕𐢃𐢋𐢈,Nabataea,-312,106,ancient,70,WD-FORMER-STATES,Aramaic script attestation
42,Levantine,Kingdom of Jerusalem,Regnum Hierosolymitanum,Jerusalem,1099,1291,high_medieval,75,WD-FORMER-STATES,Crusader state; Latin name
42,Levantine,State of Greater Lebanon,دولة لبنان الكبير,Lebanon,1920,1926,modern,45,WD-FORMER-STATES,Mandate-era state
42,Levantine,State of Israel,מְדִינַת יִשְׂרָאֵל,Israel,1948,9999,contemporary,100,BRITANNICA-HISTORY,Current state
42,Levantine,Lebanese Republic,الجمهورية اللبنانية,Lebanon,1943,9999,contemporary,100,BRITANNICA-HISTORY,Current state
42,Levantine,Hashemite Kingdom of Jordan,المملكة الأردنية الهاشمية,Jordan,1946,9999,contemporary,100,BRITANNICA-HISTORY,Current state
